Emotion,Clean_content,Sentiment
happiness,goodnight happy mothers day mothers,Positive
happiness,fuckkk need sleepppppppp lol happy mothers day mummy,Positive
sadness,oki kinda feeling ignored sunday arvo pm going lunch amp wine,Neutral
worry,good morning certainly,Positive
happiness,ask twitter id sun sign,Neutral
happiness,oh northern downpour radio mean cd normal radio station woohoo,Negative
worry,whered come pup certainly near future maybe beagle depends muss fatboy,Positive
sadness,thanks discount code looking forward trying pads,Positive
enthusiasm,thanks following,Positive
worry,twitter reunion awesome meet lol iwonder howd iget pull,Positive
enthusiasm,sape ada paypal usd untuk dijual offer best rate,Positive
worry,coming violently agree,Negative
happiness,diamond comptition yaayy tomorow diamond dance best montral,Positive
happiness,happy mothers day wonderful mothers world included,Positive
happiness,nai nai baby haha didnt know twitter oh,Positive
sadness,single handedly killed flies crane fly hairbrush im gon na disinfect nowbut bugs beware,Positive
happiness,going attempt cook chunky beef amp mushroom pie tonight mmm im hungry,Neutral
worry,nku app,Neutral
happiness,omj qot home party oo im man tired goodniqht happy mothers day care amp god bless,Positive
worry,good time prom played jonas brothers pretty night,Positive
happiness,yes siri acquired master arts christian ministrya loooooong journey completed todayso thankful,Neutral
happiness,didnt watch haha,Positive
happiness,tonight watching little kids swim watch movie haha love babysitting haha,Positive
worry,currently brushing art science selecting good domain names domains year poor results,Positive
happiness,lmao yep,Positive
happiness,im proud dr house detoxing amber hallucination evil,Negative
enthusiasm,awethank jon,Neutral
happiness,goodnight,Neutral
happiness,thank happy mothers day mother snl tonight,Positive
enthusiasm,happy mothers day moms twitterland,Positive
happiness,finally dinner nishiki sushi,Neutral
happiness,twitter reunion awesome meet lol iwonder howd iget pull,Positive
happiness,greatest days spent day besties amp celebrated installs friends love oh lt,Positive
enthusiasm,guess wait amp,Neutral
happiness,ready,Positive
happiness,happy mamas day ladies good day,Positive
happiness,good night miles trails peeks climb morning fun times ahead,Positive
enthusiasm,tell mom happy mothers day ok good child tell,Positive
sadness,lol target employee forbid place usually buy like commenting,Positive
happiness,guess second time fucking great,Positive
enthusiasm,twitter reunion awesome meet lol iwonder howd iget pull,Positive
happiness,hi friends ummm thanks follow enjoy ride trips u u got ta,Positive
happiness,says hours uwian na phplurkcom,Neutral
happiness,yep sang song,Neutral
happiness,wk c drs maybe love mac grill john thought u,Positive
happiness,thanks,Positive
sadness,im sure cry unopportunte spelling moment,Positive
worry,picked stuff missed nd time think missed jokes,Neutral
happiness,chatting matt mercy mercedes lol,Positive
worry,going imax,Neutral
happiness,surprising momma bear,Positive
happiness,orangepineapplebanana smoothie long hard day heaven,Negative
happiness,haha thats awesome good job,Positive
sadness,ps uv rays strong clouds regular sun stronger fyi,Positive
enthusiasm,logging thank kianayoure mashaallah,Neutral
worry,boooo life decisionsbottle wine lucky ball tonight,Positive
worry,spirit week tuesday die later school wednesday thursday finally sleep friday,Neutral
happiness,hell yeah belgian beer bomb p,Positive
worry,like tweet deck ill try u recomended thanks,Positive
happiness,blog updated,Neutral
worry,awe,Neutral
happiness,tgi fridays favorite people reservation like people hahah,Positive
happiness,thats great,Positive
happiness,honey great health,Positive
happiness,thats cool think dels going korea time fun,Positive
enthusiasm,mind telling book cuz barnes nobles today found books looked promising,Positive
worry,mothers day good,Positive
enthusiasm,welcome network buddies,Positive
worry,received mothers day card lovely daughter wishing happy mothers day,Positive
happiness,hey pinky ordered stuff site gave got yesterday mail pretty thanks,Positive
happiness,yay st marys come,Neutral
happiness,im excited mothers day big year amp olivia shes finally old excited amp understand,Positive
worry,hmmyou cant judge book looking cover,Neutral
enthusiasm,yay birthdays sadly voice gone pretty good night,Positive
happiness,happy mothers day moms,Positive
enthusiasm,catching house season finale monday,Positive
worry,oh god star trek awesome wait oh god chris pine smokin,Positive
happiness,fun night needed break ps love man effing hilarious good night twitter world sweet dreams,Positive
happiness,ill register thing wake tomorrow looking forward forum,Positive
happiness,spending time mommy later today,Neutral
enthusiasm,try different pose time,Positive
worry,making momma happy mother day card lt love mommy,Positive
sadness,filming carnival music video reminds cherry festival home ahhh memories,Neutral
happiness,found rideyes liquor come,Neutral
worry,ugh sleep tomorrow sttart photobook jonas concert week days hours,Neutral
happiness,haha im drink cheat day,Positive
worry,belated kay tita wow prizes day congrats,Positive
sadness,going fold laundry hit sack boring saturday evenings,Negative
worry,jb factor x wooh contest timeee,Neutral
happiness,pretty good actually lame episodes good try,Positive
happiness,woah haha thank,Positive
worry,lol sure love sushi youve tweeted pictures,Positive
happiness,finally dinner party fun alice wine proposedwere getting married week th,Positive
enthusiasm,moms world congratulations,Neutral
enthusiasm,wowie wooie updated twitter remind im madim impressed lasagna,Positive
happiness,thats sweet,Positive
happiness,aww thats awesome hes good guy,Positive
happiness,rap battling second sat moviesss haha quoti swim lake sexquot matthew ghosts girlfriends past,Negative
enthusiasm,working climb season episode,Neutral
happiness,happy mothers day im spend day family,Positive
worry,family died heard duhhhhhh,Neutral
happiness,thanks enjoy movie hope te,Positive
enthusiasm,doubt darlin wish find boy worthy youre good people,Positive
worry,yes im usual battle bed bed winning far chick,Positive
happiness,great,Positive
sadness,hahaha ur gon na tweet awoke night haha man concerts suck calis da place,Positive
worry,ekkkthats ruffhope safe flight good meeting,Positive
sadness,sounds like theres party street guess forgot invite,Neutral
happiness,lmao smh threw,Positive
happiness,taking mum lunch mothers day,Neutral
sadness,got home work tired,Negative
worry,good neck shot steves head shots,Positive
happiness,thanks fr yr congratulatory gweetin,Positive
happiness,birthday sex great song man different thats ppl want,Positive
happiness,yay soon,Neutral
enthusiasm,snugglin tila,Neutral
happiness,amen brotha,Neutral
worry,tooo fly boo,Positive
sadness,sees cry lol,Positive
worry,day mothers day dont wait days come mom appreciate love,Positive
worry,haha conversation fun im tired gnite,Negative
happiness,thats amazing quote indeedbtw nice weekend,Positive
happiness,wishes happy mothers day,Positive
worry,forgot macbooks recharger means pratchett today,Neutral
happiness,watching aliens boobie craig rise house early bedtime grown ups,Positive
happiness,think tigers crumbling surprising lol,Positive
worry,lt paranoid actually like better performed live studio version,Positive
sadness,awww thats nice beautiful couple balance,Positive
sadness,mmm homemade pizza helped homemade cheesecake eat soon amp family nice day mother amp nanna,Positive
happiness,lovely night guys moon thinking going roof lol,Positive
worry,widescreen laptop rotation comics awesome,Positive
sadness,missed justin snl aghhh started love yes weeks,Positive
sadness,new phone zero contacts poo send message save numbers thanks,Positive
enthusiasm,coming wedding want friends right sugar,Positive
happiness,got chimp buddies want join party loads prepare wow great cup tea think erm,Positive
happiness,love lamp sydney australia,Positive
worry,worst stuffy nose laurens spending night took sudafed,Negative
happiness,chocolate peanut butter favorite combonations,Positive
happiness,love family feud episode kardashians tonight,Positive
happiness,time sign night great mothers quothappy mothers dayquot,Positive
happiness,got macbook,Neutral
worry,wassup dont scurred lol youd probably like came biting,Positive
happiness,long day work stood home sleeping long day work tomorrow amp happy mothers day mothers,Positive
worry,happy mothers day ur mom hope wonderful day,Positive
happiness,hi nancy fine till baby moves house amp fun stuff early hardest jump,Positive
happiness,thank advice ill work im work,Neutral
happiness,tax money helio winning pole position ha ha,Positive
worry,cooking dinner late making cabbage molagootal dinner,Negative
happiness,yeahhh thx figured,Neutral
worry,promise bring moon,Neutral
happiness,sissy went bridal shower tonight crazy women,Negative
anger,dude youre haxr final cut pro tell stable,Neutral
worry,im going bed fun drunk ones ya,Negative
enthusiasm,forgot mention downloading fightstar version imogen heaps quothiide seekquot versions song,Neutral
worry,quotill yeahquot quotits youquot quoti guarantee dont want wait long seeing youquot fuckin fruit basket hahaha,Positive
happiness,thats like hear wont unfollow little people twitter big u,Negative
happiness,happy moms rule kids day,Positive
worry,ok rub dont ya,Positive
happiness,ha lead singer gave high got guitar pics,Positive
worry,havent gone sleep early hit beach shopping yays,Positive
happiness,shouldnt going sleep kidding p,Positive
sadness,definitely od tiredbut backstagepazzcom jokei think want groupie tell tale,Neutral
happiness,omg im soo excited ive waiting saw th midnight night,Positive
happiness,course come join sleepover bring big dill pickle,Neutral
worry,immediate city point tomorrow afternoon monumental,Positive
worry,good god woman sleep ill calltext im city,Positive
sadness,im addicted home,Negative
worry,packing leaving hours,Neutral
happiness,sweetie lucky,Positive
worry,way diplo girl kathryn smartbar,Neutral
sadness,id love dont think easy think enthusiastic,Positive
worry,dahh believe time bed gnight,Neutral
worry,naughty woman sooo meet,Negative
worry,loves soup,Neutral
happiness,guys rocked tonight yes tacoma kids rule,Neutral
happiness,glad like,Positive
happiness,got ta buy onesies besties lol ah yea club grand ol time,Positive
happiness,hey thanx following ill follow,Neutral
happiness,signed twitter yay,Neutral
happiness,haha sorry past bedtime,Negative
worry,prom chaos began,Neutral
happiness,selling artwork risk game boys startrek needed good day,Positive
worry,hmmok hope feel better soon babe ima bed long day tomorrow,Positive
happiness,didnt krystal spent night nighti dnt think posted ya laughed lot squirrel amp house new inside jokes,Positive
happiness,ashlie thank feel little better,Positive
happiness,getting emilie half hour nice day talk later hope,Positive
happiness,received personal email perez hilton,Neutral
happiness,gon na guest lecture tomorrow pes mandya opengl,Neutral
worry,scared youre young im okay,Positive
happiness,offically mothers day happy moms day,Positive
happiness,sure ace cakes gosh im tired loved bride wars fun night,Positive
happiness,excited enfest yaaaay,Positive
happiness,yay found u great time tonight,Positive
worry,static know ive barely seen got paris yesterday ive walking static,Positive
happiness,thats cool need help google friend plenty info,Positive
happiness,god im early hayley asleep today party day im getting stuff ready x,Positive
worry,im bed head wont stop giving pain ahgg let sinus allergy tomorrow sogni doro,Neutral
happiness,dense treatment cps continuation based interpreter design sicp good,Positive
worry,clue wtf im,Negative
happiness,says new layout cute x cuties hahahah,Positive
worry,day im sick little tierda bit drink fun,Positive
happiness,anytime thats im giggles,Neutral
worry,firstbut u got ta somethin lmaoi burnt house set str,Positive
sadness,shower taken room right bed yeasterday shower balcony sea wiew bit nicer,Positive
worry,home,Neutral
happiness,ima sleep good night dnt let bed bugs bite haha,Positive
anger,sittin waitin coffee grown farm town going bed,Positive
happiness,yep finished chocked spelling grammatical errors im cleaning tomorrow popping hehe,Positive
worry,im listening,Neutral
happiness,lol l love tweets coming,Positive
happiness,norwood house party haaaaaa yaaaaaaay smiles,Neutral
happiness,watching men n blk wishin mums happy mothers day,Positive
enthusiasm,win,Positive
happiness,oh love texting drunk friends hahahaha,Positive
happiness,limo rides city dinner cruises harbour makeovers amp footback massages yay hope fellas,Neutral
happiness,chillin uploadinng videos took myspace showw awesomme,Neutral
happiness,industrial repierced cute little friend,Positive
worry,crush guy job tyler eyes blue mesmerizing cool nite,Positive
happiness,hahaha yay emily cool,Positive
worry,im staying watch,Neutral
happiness,youre welcome,Positive
worry,tried sleep cant bout tisha,Neutral
happiness,hahah know loved hannah montana movie aweesome,Positive
sadness,strongly agrees jason wolverine hugh jackman sorry kids mouse,Negative
worry,shall shall raises eyebrows,Neutral
happiness,wow cant believe u reached facebook limit friends crazy,Negative
happiness,twitter useful reminds people forgot ask given day excellent inspiration,Positive
happiness,iced coffee vanilla ice cream uber sick mix,Negative
happiness,disneyland kids knocked stopped hotel bar grabbed grey goose amp tonic way uppeace,Negative
happiness,goin bed finally sleepy happy mothers day,Positive
happiness,nice song come,Positive
happiness,thanks bb,Positive
happiness,wow hour conversation omegle amazing,Positive
happiness,looks yummyi haz smal pies pleess,Neutral
happiness,going home hope saw play,Neutral
happiness,omg thats awesome time im seeing day comes demi taking day haha,Positive
happiness,sleep im super duper duper excited pour la paris love city,Positive
happiness,sounds good cleaning cynics orders haha good night talk tomorrow,Positive
happiness,goes phone night long phone blowing nice wake,Positive
sadness,tis cooli stand proclamation im stubborn way lol,Positive
happiness,break packing watching office pam quoti woken didnt look cute thats knew meant itquot,Positive
happiness,ill definitely write look forward article write fun,Positive
worry,mo time becuz hasnt seen shes soo damn cool ill post,Negative
happiness,akissforjersey amazinglt sooo soothing,Neutral
happiness,bed gohave great moms day moms,Positive
worry,christian doesnt twitterbut cell phone hahahim bored,Negative
happiness,pulled breakfast sausage mothers day hopefully baby sleeps,Neutral
sadness,got home love stake shake milkshakes,Positive
happiness,shopping day headin central chidlom siam,Neutral
happiness,freedom,Neutral
happiness,plenty food left thanks coming cant wait pictures came,Positive
happiness,absolutely good backup romo december,Positive
sadness,forgive missed,Neutral
happiness,watched adaptation interiors women good movie night breakfast dad kelley morning,Positive
sadness,star trek imax wasnt huge screen worth watching,Positive
enthusiasm,supporter totally,Neutral
worry,crap,Negative
sadness,im defending im going bed im gon na mom happy mothers day ill try,Neutral
happiness,got turning prefinal project computer animation class final tues classes weeks,Positive
enthusiasm,thankus,Neutral
enthusiasm,great find,Positive
worry,lovely day mama cuppy,Positive
happiness,thats bad movies pretty good werent scared away people costume,Positive
worry,aw guys look adorable felicia look little demonic,Positive
happiness,haha agree test dummy quotdo wantquot love magic,Positive
sadness,thank mr president,Neutral
happiness,mothers day,Neutral
happiness,better way spoil mum let kick relax nice meal bottle favorite wine wine red,Positive
worry,tweet itll draw followers,Neutral
worry,wan na talk,Neutral
happiness,got home went totoro cafe finally time liked colorful place happy atmosphere,Positive
worry,planning tomorrows special breakfast ima cook mom shes gona happy,Positive
happiness,legs numb journey atlantiscoldness buttt awesome day,Positive
worry,okiethanks ill check,Negative
happiness,yay mark issues tooyoull find lot issues lmao,Positive
happiness,fantastic shows row,Positive
enthusiasm,nice sounds great let know,Positive
sadness,bye daddy tuesday,Neutral
enthusiasm,yes want better person think mentioned continue im evil tho,Negative
happiness,listening mcr watching dvds chocolate hehe awesome,Positive
worry,happy mothers day love mom,Positive
happiness,posted pics college myspace,Negative
worry,got hello kitty tattoos shes ballerina im ladybug,Neutral
sadness,record saddest thing watch quotim gon na life like karate kidquotand,Neutral
happiness,werent quotpickyquot precise find interesting talk,Positive
worry,semiintoxicated tweet,Neutral
happiness,lol wow thats good haha cant believe mothers day,Positive
happiness,hoooray im hooked,Neutral
worry,home day scale damn feel old compare haha cute,Positive
happiness,goodnight twitter bugs sleep,Neutral
happiness,oh ok good jump joy day,Positive
happiness,meant yardhouse waikiki bday dj amp dozen,Neutral
happiness,sleeeep good day nice night comfy bed,Positive
worry,ahhhh keyboards getting worse bdays day,Negative
happiness,heading xs nadia yeee,Neutral
happiness,started new job today aaand stoked long billy awesome,Positive
sadness,fucking love alexander william gaskarth,Positive
enthusiasm,joined twitter hehe,Neutral
enthusiasm,parents add u guys family myspacethey impressed song,Positive
happiness,got gym wan na chat new people lets talk haha,Positive
happiness,looks like great time happy birthday bd girl,Positive
happiness,yay friend glen im like,Neutral
happiness,playing guitar hero waiting abby text prom,Neutral
worry,surely guessed arbiter judith,Positive
happiness,moredaysmoredays yayyay taken nearly finished better good,Positive
sadness,says feels mama tucking night hes lonely getting tomorrow tough,Negative
worry,raining denver course,Neutral
happiness,nice mothers day mum liked presents wondering ill talking sisa,Positive
happiness,yep youve converted blip great hear lot suggestions pretty great stuff,Positive
happiness,stress recital gone went star trek new favorite movie wish space,Positive
happiness,totally got hit bar guests ha hayay,Neutral
happiness,huge test parents house food good stuck helping seconds feels good,Positive
happiness,exercise u walk run bike blade skate surf feels gooooooood,Neutral
happiness,yeah doesi fun todayi regret taking cup nowit awesomei find like,Positive
sadness,damn charming skater look kind ofhot hot mess catherine pls dont hate hitting friends tnx,Positive
happiness,running successfuly ems running,Neutral
happiness,gotcha place atlantic better surfing plus like close crazy foreign restaurants mmm fl,Negative
happiness,aw anytime boo realized need fun guys change pics poofy hair ones,Positive
happiness,haha follow john mayerhes pretty funny guy want la fun,Positive
worry,remember drink plenty fluids buwieser dose count,Neutral
happiness,vice president social cultural affairs southwestern college,Positive
happiness,yay new computer fiddle,Positive
happiness,mmm comfort junk food sounds good preferred wingstop,Positive
happiness,like mean random person obviously dont know think alike,Negative
happiness,happy mothers day,Positive
happiness,yesssssssssss rocket moon going warped,Neutral
worry,seen dm notification email says quotreply webquot cool accents weird online,Negative
happiness,god bless ohsosexy rahul picture,Neutral
worry,sigh come sac miami central valley,Neutral
happiness,hi im eunice kyna im huge fan cant wait album,Positive
worry,thats ill hours,Neutral
happiness,ur pic nice look cuteoh,Positive
happiness,mums day ended happy day,Positive
happiness,ready day presence im expecting best,Positive
happiness,good eatin hey follow son hes,Positive
happiness,happy birthday,Positive
happiness,making hot chocolate almond milk mother day festivities starting early,Positive
happiness,u shoutout nikki soulja boy tell em live live gt,Positive
happiness,finished chatting haha,Positive
happiness,thanks goofy bathroom self taken dorky shot ha ha hope wonderful mommies day,Positive
happiness,officially mother day happy mother day moms,Positive
happiness,bitches miss,Neutral
happiness,happy mothers day,Positive
happiness,awesomenessshe comes wayloldun dun dun,Neutral
happiness,missing youamphoping talk soonim happy youre idealt,Positive
happiness,cant contain tooooooo excited,Positive
happiness,chevre follow chevre im public tweeting thanks,Positive
happiness,excited home finally week weekend people know,Positive
happiness,bryan sweet didnt think gon na talk end night talked,Positive
happiness,yes,Neutral
worry,great home temp chill cat great feel awesome,Positive
happiness,thanks interview mama enjoy night,Positive
happiness,cool,Positive
happiness,happy mothers day gon na awesome blessed day getting ready bed beautiful sunny sunday,Positive
sadness,hehehe barry killer u need pic,Neutral
happiness,watching favorite tv shows hulucom free,Positive
happiness,lol splurge chocolate plan splurging little tomorrow,Positive
enthusiasm,memphis rcw new songs good,Positive
worry,wondering shouldnt gettin bed,Neutral
happiness,went mikeys cousins wedding mom caught bouquet,Neutral
enthusiasm,went meet amp b hangin amp hittin club bar car holds lol p,Positive
happiness,loloh man untwit haha mean lean mean fighting machine sooo cant believe called,Negative
worry,ahhh twitter havent seen day,Neutral
worry,im ya girl,Neutral
worry,plenty good trivia wikihow trying help hope u got sleep,Positive
worry,yeah needa hang lol glad super time,Positive
happiness,finally got twitter follow tweets lt,Neutral
happiness,interview tuesday things turning think yay dont worry japsicans rare breed,Positive
happiness,happy bday stevie beeand u want followers u little tweety babies r best im th,Positive
worry,ok cant sleep twitter,Positive
happiness,happy mothers day mum,Positive
worry,like noboddddyyyy,Neutral
happiness,watching best movie neverending story wish babbby,Positive
sadness,watching original sabrina teenage witch movie different series rad,Positive
happiness,want wish happy mothers day favorite moms world mom course sister happy moms day,Positive
enthusiasm,hows peas doin meet tell said hello,Neutral
worry,theres like pillow,Positive
worry,church hours better hurry sleep,Positive
happiness,yep heres hoping,Neutral
worry,half drive idol,Negative
enthusiasm,time nap wmy giant early birthday present pooh bear stuffed animal,Positive
worry,saturday night live minutes jimmy,Positive
happiness,hi serena want good luck madrid paris month,Positive
happiness,laughing reasonmaybe im tired haha maybe bed night,Negative
happiness,goodnight good morning happy mothers day visit profile silly offspringits funny love life picks nose,Positive
sadness,know laughed stupid womens rights joke wth glad humor,Positive
worry,years ago brother saw bruce walking sidewalk sanibel live pine great place,Positive
happiness,exhausted tee im knocking nighty night tweety birds,Negative
happiness,like reminds little favor hfw,Positive
sadness,followers wan na cool follow happen,Positive
worry,days til warped tour,Negative
worry,like worthing relaxing place nice coffee shops fresh air oiks,Positive
happiness,love site hoot enjoy hair cuts thailand try time ir right thanks tip,Positive
happiness,phone keeps beeping thanks alan speeeeeen,Positive
happiness,great ive gpt tp lyrics finsih background writing,Positive
happiness,crazy busy grins mothers day weekend lots abies sending wishes,Negative
happiness,yay snl,Neutral
happiness,hi try new restosso yea fuunn lets dinner,Positive
happiness,watching miss cytheria,Neutral
happiness,got rite ear peirced brother got peircing left ear got new septum bars black c bar balls,Positive
happiness,whohoo erin got accepted ottawa u nursing school algonquin pembroke campus girl,Neutral
happiness,happy mothers day mothers world especially tweeter moms,Positive
happiness,finally learned think speaks works wonders,Neutral
happiness,alright gang got ta park family hour mwahs yu head bed,Neutral
happiness,goodnight beautiful world sweet dreams olive juice,Positive
worry,yes maybe dm dont annoy followers thought late good night,Positive
worry,step fantabulous hi siss group nd division nd overall whoo,Neutral
worry,watch greys th episode let know dont want details,Positive
happiness,im glad youve fun babe,Positive
happiness,mothers day family dinner rainy sunday night,Neutral
worry,ha safely home,Positive
anger,gawwddd headshotss inna row im fyaaahhh,Neutral
happiness,ah wokking great eat ice cream eat ice cream life,Positive
happiness,thank positive energy contributions,Positive
happiness,hope ur havin fun da club,Positive
happiness,seen star trek guys cant spoil havent seen,Neutral
happiness,eating lunch sushi tei sency yum met ghina earlier,Neutral
happiness,beat aye music hall babyy im like cinnamon beat apple apple jacks,Neutral
happiness,hours shopping good effort best chocolate shop yujm yum,Positive
happiness,headed today shopped mothers day gifts love bampbws new scents finished book bought yesterday,Positive
happiness,covering portfolio send dream job ny send good vibes,Positive
happiness,durango chaperoning party interesting catching internet surfing drinking woodchuck ha,Positive
happiness,hey lonnie ill weekend cant wait,Neutral
worry,following body twitter,Neutral
worry,cold im wearin big jacket got cat ears,Negative
happiness,great night,Positive
happiness,volterra killing right la,Positive
happiness,greatly appreciate comment means lot im working themwork progress know,Positive
happiness,orgasmic sandwich,Neutral
worry,hung misty today,Neutral
happiness,home,Neutral
happiness,yes said hours,Positive
happiness,good morning,Positive
happiness,probably best birthday ive got spend favorite people,Positive
sadness,going sleep gt happy mothers dayamphappy birthday,Positive
worry,hello online u talk pleeez fellow bamf lol,Positive
happiness,happy superwomans day,Positive
happiness,snl hosted justin timberlake startssssssssssss woohoo,Neutral
worry,way worse didnt hello,Negative
worry,cool catch laterz,Positive
happiness,fantastic day az sun,Positive
happiness,star trek entertaining harold fly enterprise white castle,Positive
worry,great scott glad hear went people love id sure closer,Positive
happiness,cant believe matt mccoy interview got views twitter truly isawesome,Neutral
happiness,restoring new itouch excited use yeeeeeeeee goodbye itouch,Positive
worry,restoring new itouch excited use yeeeeeeeee goodbye itouch,Positive
worry,totally single,Negative
happiness,family bbq today amp fave cousin comes,Neutral
happiness,finished baking cinnamon rolls soooo yummy,Neutral
happiness,gratitude nice small quotthanksquot goes long way,Positive
happiness,sleeping rocking sheets hope smoothness endulging cant wait blankets,Neutral
enthusiasm,super duber high klondike bar thee business,Positive
worry,ive dont worry youre crazy,Negative
enthusiasm,keri hilson slow dance rockin shit playlist right song pure panty dropper,Positive
happiness,birthday,Neutral
happiness,welcome twitter cool greetings viennaaustria,Positive
happiness,traveling makes meet new peoplenew circle strangers friends,Positive
happiness,morning hope great sunday,Positive
happiness,fatigue settling got ta power awesome seats tonight im pretty lucky life aint bad,Positive
worry,yeah,Neutral
sadness,yeah closer secret stumble,Negative
enthusiasm,u gon na host saturday night live ive waiting like yearsssssss,Positive
happiness,good morning,Positive
worry,im loading,Neutral
worry,hope youre calling shitshow mean good way fun,Positive
happiness,got coach purse,Neutral
happiness,yes wan na come hang htown gurl u know whats haha itll bangin got ta hang chick,Positive
sadness,finding song idea cover actually thinking awesome makes day,Positive
worry,got bmth concert tickets youknowimsofreshtilldeath,Neutral
happiness,sounds good cant wait,Positive
worry,sun come bits sore today life grand tomorrow new day sleep friend,Positive
worry,hey hey andrew haha p happy mothers day mum,Positive
worry,awesome,Positive
happiness,hey saw snl niteampi loved especially crumpin titboob scene quotcrumpin dubquot wow hilarious,Positive
happiness,lol army starfleet rules meant broken job thats gets medal,Positive
happiness,soooo great loved good live haha poured makes better,Positive
happiness,met nerdiest servers chilis today lol awesome favorite,Positive
happiness,coola productive day got spot extra feature film filming tomorrow awesome week,Positive
sadness,yep mothers day family ignore celebrating day lol,Positive
worry,remember need helmet bike asap talk later ok hope head bad,Negative
worry,dont good,Positive
worry,youth group liked couldnt afford amp drama performanceparty luv ya tho,Positive
happiness,wear glasses video look amazing,Positive
happiness,awesome lunch family amp dinner inlaws,Positive
happiness,goodnight baby loll jk night,Neutral
happiness,hahahaha wtf dianne twitters loli guess depends person,Negative
happiness,heard youre mention,Positive
worry,,Neutral
happiness,got home today fun,Positive
happiness,likes smell roast oven mmmmmm dips sakatas tide till roast cooked,Neutral
happiness,heyyy girl havent tweeted u week hope,Neutral
worry,voter paint peeled skin maybe skin peeled voter paint,Neutral
happiness,thanks following,Positive
happiness,girsl night way foam party sleep tonight,Neutral
happiness,boom boom saw movie night enjoyed,Positive
sadness,angrily told extemely abusivementally emotionally amp physically day nightss,Negative
enthusiasm,decided help solo album,Positive
happiness,far gone better expectedsure helps raised dog feel im things right,Positive
worry,hey gorgeous day night played sun moon lit way home life good,Positive
happiness,heeey heeey read,Neutral
happiness,goodness single shit goes crazy haha fuck like single wantholla,Negative
happiness,ones childrenthe children worldagain happy mommies day,Positive
worry,figured username password twitter account,Neutral
happiness,awhhh nice,Positive
happiness,fun anywaythanks taking pics minute,Positive
happiness,amost,Neutral
happiness,thanks message fan forever actually met glad stumbled twitter,Positive
happiness,thanks recommendation,Positive
sadness,awww herewaz uuuup seriously glad yall fun bad invite got lost mail lol peace xo,Positive
happiness,im reading twilight series watching underworld today got ta sayperfect pic day,Neutral
happiness,sunday weather looks great gone bike visite mom day,Positive
happiness,tonight fun,Positive
happiness,night sleeping new home,Positive
happiness,congrats highly doubt ull buyers remorseuve wanted car,Positive
worry,cant sleep fucking morning come soon rest new day perfect day start new changes,Positive
worry,beer japan google,Neutral
worry,lip syncing quotim excitedquot wit blairr gon na youtube,Neutral
happiness,happy birthday sweetie great day best place word sorry chicago jeje,Positive
worry,yes people skills social manners nice billion guess need love gently guide,Positive
worry,nope speakin couple tweets ago lol fuck u raider jersey,Positive
enthusiasm,night peeps hope great day untill tomorrow,Positive
happiness,goin bed goodnight,Neutral
sadness,yes blame,Neutral
worry,awe man sucks makes mistakes feeling people forgive,Negative
happiness,inspirative day theres room design todays schedule im heading bed,Positive
worry,yeah shes times dumerils boa times w prob wonder hognose needs bigger food,Negative
sadness,memories,Neutral
worry,yeah ive seen funny hey honey jill sent dick box,Positive
happiness,push amazing,Positive
happiness,thing demands lot time anyways got ta breakfast watch narutos latest episode,Positive
happiness,thank know love bhb,Positive
happiness,hope going wanted u know im home muah,Neutral
happiness,new day new home happy mom day,Positive
worry,haha bad goodnight gorgeous sleep super n shizz,Positive
sadness,tired work till tonight happy mothers day,Positive
sadness,twitter fail life oh,Negative
worry,better sleep soon sunday meetin pass invites jewelery party,Positive
happiness,gps post prom,Neutral
happiness,boredumsong day quoti caught paramorequot quotno good deed musical wickedquot oh fully alive flyleaf,Positive
happiness,finally home night dinner drinking friends going sleep hoping bed doesnt spin,Positive
happiness,hha yeah like heart weve met shaun bradie real,Positive
happiness,nungguin sista law lahiran di rs asihkayaknya sih sore ini lahiran yeayy baby girl family,Neutral
happiness,like youre enjoying hell,Negative
sadness,whats breaky russtle hangover jamie lmao,Positive
worry,good hear peeps working tonight,Positive
sadness,lmao im stupid felt like sayin tya red caf viocenite yall,Negative
happiness,oh yum rhubarb links fab thanks,Positive
enthusiasm,maybe greet good,Positive
worry,ty feeding nk addictionermm mean uhh nope yup addiction covers,Negative
sadness,good luck designremember little people heading bed goodnight,Positive
worry,save mei feel like im going crazy,Negative
happiness,thanks hon great happy mothers day,Positive
anger,im way sleepy ill watch shows latagood nite twitfam god blessxoxo,Negative
happiness,feelin bit dangerous watch tha vids,Negative
worry,artwork got ta portfolio meca wednesday meeting milonzzi review,Neutral
happiness,hahaha laugh,Positive
enthusiasm,got welchs grape,Neutral
worry,hate gender men bad fact like mens,Negative
happiness,great song cant understand lol,Positive
sadness,itsnikkitime hahashiiit austin obrienpardon bad,Negative
worry,omg disco packed,Neutral
happiness,time mimis,Neutral
worry,clearly need crack whip,Positive
happiness,date went wellmoving fourth,Neutral
happiness,happy mothers day hope youll great day today,Positive
happiness,hospital doc says ill live,Positive
happiness,wango tango good night,Positive
enthusiasm,yup mothers day plans birthday,Neutral
happiness,clubsno partiesive spent friday saturday night workin music quit content,Negative
happiness,im christine im friggin shopaholic check new coat promise wouldnt spend weeks buying,Positive
enthusiasm,quotthe weather outside weatherquot hahah feel better,Positive
happiness,great dayrode beach cruisers town culver city antique car found bike,Positive
worry,thank came late yes didnt chance hear,Negative
